Song Name,Song-url,Artist,Artist-url,Artist Country,Release year
Under Attack,https://secondhandsongs.com/performance/112029/versions,Lisa Stokke and Company,https://secondhandsongs.com/artist/41248,Norway,1999
Under Attack,https://secondhandsongs.com/performance/1120671/versions,8 Bit Arcade,https://secondhandsongs.com/artist/99220,Australia,2020
Unter Beschuss,https://secondhandsongs.com/performance/808195/versions,Peggy Pollow & Ensemble,https://secondhandsongs.com/artist/111993+145341,Germany,2004
