Song Name,Song-url,Artist,Artist-url,Artist Country,Release year
He Is Your Brother,https://secondhandsongs.com/performance/544516/versions,Svenne & Lotta,https://secondhandsongs.com/artist/14296,Sweden,1974
He Is Your Brother,https://secondhandsongs.com/performance/544515/versions,The Continental Group,https://secondhandsongs.com/artist/108370,Italy,1976
He's Your Brother,https://secondhandsongs.com/performance/1058471/versions,The Sessionmen(MFP Studio Artists),https://secondhandsongs.com/artist/107640,United Kingdom,1979
He Is Your Brother,https://secondhandsongs.com/performance/1037248/versions,Hot Lips Big Band,https://secondhandsongs.com/artist/108522,Sweden,1987
He Is Your Brother,https://secondhandsongs.com/performance/1120822/versions,8 Bit Arcade,https://secondhandsongs.com/artist/99220,Australia,2020
Mielin määrin,https://secondhandsongs.com/performance/1119857/versions,Seidat,https://secondhandsongs.com/artist/87058,Finland,1973
