Song Name,Song-url,Artist,Artist-url,Artist Country,Release year
King Kong Song,https://secondhandsongs.com/performance/309156/versions,Electric Boys,https://secondhandsongs.com/artist/57090,Sweden,1992
King Kong Song,https://secondhandsongs.com/performance/1120816/versions,8-Bit Arcade,https://secondhandsongs.com/artist/99220,Australia,2020
