Song Name,Song-url,Artist,Artist-url,Artist Country,Release year
"One Man, One Woman",https://secondhandsongs.com/performance/577174/versions,Tracy [Huang],https://secondhandsongs.com/artist/45454,Taiwan,1978
"One Man, One Woman",https://secondhandsongs.com/performance/1169383/versions,Jim Ed & Helen,https://secondhandsongs.com/artist/10712+45336,United States,1980
"One Man, One Woman",https://secondhandsongs.com/performance/1197486/versions,Catrin Olsson,https://secondhandsongs.com/artist/187440,Sweden,1989
"One Man, One Woman",https://secondhandsongs.com/performance/1237275/versions,Cotton Club Singers,https://secondhandsongs.com/artist/158758,Hungary,2006
"One Man, One Woman",https://secondhandsongs.com/performance/928153/versions,Andy Findon,https://secondhandsongs.com/artist/161279,United Kingdom,2000
Een man,https://secondhandsongs.com/performance/336747/versions,Bonnie & José,https://secondhandsongs.com/artist/30245+47204,Netherlands,1985
"Un homme, une femme",https://secondhandsongs.com/performance/607111/versions,Renée Martel,https://secondhandsongs.com/artist/12553,Canada,1978
