Song Name,Song-url,Artist,Artist-url,Artist Country,Release year
Move On,https://secondhandsongs.com/performance/1120812/versions,8 Bit Arcade,https://secondhandsongs.com/artist/99220,Australia,2020
Waarom,https://secondhandsongs.com/performance/336745/versions,Bonnie & José met Ron Brandsteder,https://secondhandsongs.com/artist/30245+47204+81790,Netherlands,1985
Wie ein Engel ohne Flügel,https://secondhandsongs.com/performance/471568/versions,Iren Indra,https://secondhandsongs.com/artist/99170,Switzerland,1983
